dfc_start,dfc_end,orig_start,orig_end,fst,se,sites_available,sites_used,n1_eff_indiv_Bana,n1_eff_seq_Bana,n2_eff_indiv_Nagare,n2_eff_seq_Nagare,coverage_frac_pop1,coverage_frac_pop2,mean_ref_af_pop1,mean_alt_af_pop1,mean_other_af_pop1,mean_ref_af_pop2,mean_alt_af_pop2,mean_other_af_pop2
1,1000000,23393108,24393107,4.9150271433996E-05,0.0004521782625381,10695,10695,96.0,191.9,100.0,199.9,0.999551690557523,0.999592183522934,0.9993785250393560,0.0001731655181673,0.00044830944247694200,0.9994373863695390,0.0001547971533946,0.00040781647706601800
1000001,2000000,22393108,23393107,0.0,0.0003856459850079,4087,4087,96.0,191.9,100.0,199.9,0.9996954265557460,0.9997443112307310,0.9993946490949510,0.000300777460795,0.00030457344425420700,0.9994494739417660,0.000294837288965,0.00025568876926858000
2000001,3000000,21393108,22393107,0.0063765942258443,0.0033979699429472,5852,5852,96.0,191.9,100.0,199.9,0.9996090607560210,0.9996411310645760,0.9994425533063040,0.0001665074497171,0.0003909392439792950,0.9994984361730770,0.0001426948914987,0.0003588689354238690
3000001,4000000,20393108,21393107,0.0,0.0011065522375195,4721,4721,96.0,191.9,100.0,199.9,0.9996613558493770,0.9996970980724420,0.9995377944570170,0.0001235613923603,0.0003386441506225190,0.9996134293581870,8.36687142554544E-05,0.00030290192755779000
4000001,5000000,19393108,20393107,0.0016599597871691,0.0014112959655279,29085,29085,96.0,191.9,100.0,199.9,0.9996457882823790,0.9996343388486610,0.9995694844059610,7.63038764178798E-05,0.00035421171762129200,0.999548897882354,8.54409663073923E-05,0.0003656611513385930
5000001,6000000,18393108,19393107,0.0002813331895991,0.0005038966088322,44664,44664,96.0,191.9,100.0,199.9,0.9995091848496860,0.9994988196705400,0.9993814727222080,0.0001277121274779,0.0004908151503138690,0.9993451003522550,0.0001537193182851,0.0005011803294596890
6000001,7000000,17393108,18393107,0.0039276605943145,0.0033375752658651,31129,31128,96.0,191.9,100.0,199.9,0.9993876623245260,0.9993647011328870,0.9990784580681020,0.0003092042564247,0.0006123376754737170,0.9990344340559370,0.0003302670769502,0.0006352988671126300
7000001,8000000,16393108,17393107,0.0003733704743504,0.0005434624040582,40793,40793,96.0,191.9,99.9,199.8,0.9992731028475730,0.9992372172016180,0.9989988107003570,0.0002742921472165,0.0007268971524267130,0.9989438612406060,0.0002933559610125,0.000762782798381865
8000001,9000000,15393108,16393107,0.0,0.0006049792214568,35000,35000,95.9,191.8,99.9,199.8,0.9992150119849430,0.999192567099567,0.999050129466146,0.0001648825187969,0.0007849880150570800,0.9990012635194740,0.0001913035800932,0.0008074329004329750
9000001,10000000,14393108,15393107,0.0001210630549025,0.0006043422236048,30945,30945,96.0,191.9,100.0,199.9,0.9996300258948390,0.9996023522917000,0.9995357248145410,9.43010802980954E-05,0.0003699741051611220,0.9994898571675720,0.0001124951241286,0.0003976477082996290
10000001,11000000,13393108,14393107,0.0,0.0004880287716062,46840,46838,95.9,191.8,99.9,199.8,0.9991526802831920,0.9991362032664100,0.9987173015656150,0.000435378717577,0.0008473197168082210,0.9986818937937400,0.0004543094726698,0.0008637967335898060
11000001,12000000,12393108,13393107,6.80760016123667E-06,0.0004737301814992,34173,34173,95.9,191.8,99.9,199.8,0.9989413987718040,0.9989153481618390,0.998585629678868,0.0003557690929356,0.0010586012281964100,0.9985636665508080,0.0003516816110309,0.001084651838161460
